timestamp, name, id, daily, average, vol
1574236800000,Blade_of_saeldor_(inactive),23997,94613302,86130932,45
1573459200000,Blade_of_saeldor_(inactive),23997,89732594,82073367,57
1575964800000,Blade_of_saeldor_(inactive),23997,78409380,86869425,66
1575705600000,Blade_of_saeldor_(inactive),23997,75350436,88022322,46
1579248000000,Blade_of_saeldor_(inactive),23997,87092321,78500235,65
1573891200000,Blade_of_saeldor_(inactive),23997,89401230,84201766,46
1567234800000,Blade_of_saeldor_(inactive),23997,106828730,125027571,38
1566802800000,Blade_of_saeldor_(inactive),23997,126115826,127245769,95
1571900400000,Blade_of_saeldor_(inactive),23997,77092164,75982977,57
1573200000000,Blade_of_saeldor_(inactive),23997,89749975,80161449,94
1566975600000,Blade_of_saeldor_(inactive),23997,116712678,126944885,2
1567839600000,Blade_of_saeldor_(inactive),23997,103071455,123177360,48
1570086000000,Blade_of_saeldor_(inactive),23997,75473397,94304575,92
1570777200000,Blade_of_saeldor_(inactive),23997,69156695,85406675,54
1571295600000,Blade_of_saeldor_(inactive),23997,77814945,80034241,75
1580025600000,Blade_of_saeldor_(inactive),23997,92081244,82537075,73
1569740400000,Blade_of_saeldor_(inactive),23997,81612406,98036113,74
1575619200000,Blade_of_saeldor_(inactive),23997,75350436,88502307,77
1576396800000,Blade_of_saeldor_(inactive),23997,75705394,84902822,70
1569913200000,Blade_of_saeldor_(inactive),23997,77086430,96179346,47
1572159600000,Blade_of_saeldor_(inactive),23997,81850818,75681836,87
1567580400000,Blade_of_saeldor_(inactive),23997,102445864,123871151,79
1565334000000,Blade_of_saeldor_(inactive),23997,117287562,65218051,165
1572505200000,Blade_of_saeldor_(inactive),23997,83613663,75942768,90
1568012400000,Blade_of_saeldor_(inactive),23997,102934041,122029560,49
1575446400000,Blade_of_saeldor_(inactive),23997,79242068,89228963,38
1571036400000,Blade_of_saeldor_(inactive),23997,74606088,82548054,45
1573027200000,Blade_of_saeldor_(inactive),23997,88196099,78674993,64
1566543600000,Blade_of_saeldor_(inactive),23997,138992325,125083196,161
1571209200000,Blade_of_saeldor_(inactive),23997,75975149,80826804,29
1569222000000,Blade_of_saeldor_(inactive),23997,88891175,105088522,53
1568617200000,Blade_of_saeldor_(inactive),23997,101591827,114850392,58
1570690800000,Blade_of_saeldor_(inactive),23997,69156695,86532586,50
1569654000000,Blade_of_saeldor_(inactive),23997,81612406,98876657,58
1571727600000,Blade_of_saeldor_(inactive),23997,77475082,76769578,83
1566198000000,Blade_of_saeldor_(inactive),23997,140801186,109900480,104
1569567600000,Blade_of_saeldor_(inactive),23997,82946005,99876432,105
1567753200000,Blade_of_saeldor_(inactive),23997,103246214,123485029,93
1579939200000,Blade_of_saeldor_(inactive),23997,89986409,82006544,113
1579334400000,Blade_of_saeldor_(inactive),23997,87092321,78891709,38
1576224000000,Blade_of_saeldor_(inactive),23997,75819266,85736947,91
1570604400000,Blade_of_saeldor_(inactive),23997,67453137,87658498,68
1578297600000,Blade_of_saeldor_(inactive),23997,80778329,77292420,111
1570172400000,Blade_of_saeldor_(inactive),23997,75473397,93405492,111
1575187200000,Blade_of_saeldor_(inactive),23997,82927271,89790162,37
1567148400000,Blade_of_saeldor_(inactive),23997,106828730,125618516,47
1577001600000,Blade_of_saeldor_(inactive),23997,76560589,80790408,57
1572854400000,Blade_of_saeldor_(inactive),23997,88196099,77343313,48
1565852400000,Blade_of_saeldor_(inactive),23997,135427767,90977974,173
1565420400000,Blade_of_saeldor_(inactive),23997,123151941,69319783,61
1580198400000,Blade_of_saeldor_(inactive),23997,94782900,83721743,82
1572246000000,Blade_of_saeldor_(inactive),23997,81850818,75689783,44
1576569600000,Blade_of_saeldor_(inactive),23997,75348101,83879340,30
1567321200000,Blade_of_saeldor_(inactive),23997,106357095,124628499,38
1579680000000,Blade_of_saeldor_(inactive),23997,89603749,80608065,81
1578556800000,Blade_of_saeldor_(inactive),23997,78779563,77392496,83
1577692800000,Blade_of_saeldor_(inactive),23997,77860453,77131615,60
1578470400000,Blade_of_saeldor_(inactive),23997,78779563,77380157,58
1575100800000,Blade_of_saeldor_(inactive),23997,82927271,89813041,59
1580284800000,Blade_of_saeldor_(inactive),23997,98512310,84410139,113
1565074800000,Blade_of_saeldor_(inactive),23997,110221781,53979939,92
1570518000000,Blade_of_saeldor_(inactive),23997,67453137,88841194,37
1570863600000,Blade_of_saeldor_(inactive),23997,72235016,84394344,3
1574668800000,Blade_of_saeldor_(inactive),23997,94098443,88877591,86
1577260800000,Blade_of_saeldor_(inactive),23997,75530802,78960535,53
1573804800000,Blade_of_saeldor_(inactive),23997,89401230,83815556,104
1575532800000,Blade_of_saeldor_(inactive),23997,79242068,88930495,53
1568358000000,Blade_of_saeldor_(inactive),23997,102604919,118571559,66
1569394800000,Blade_of_saeldor_(inactive),23997,84446616,102237471,174
1576137600000,Blade_of_saeldor_(inactive),23997,78409380,86114544,83
1567666800000,Blade_of_saeldor_(inactive),23997,103246214,123638632,50
1579507200000,Blade_of_saeldor_(inactive),23997,88689628,79750245,43
1567926000000,Blade_of_saeldor_(inactive),23997,103071455,122703490,47
1571122800000,Blade_of_saeldor_(inactive),23997,75975149,81680693,16
1566716400000,Blade_of_saeldor_(inactive),23997,132753502,126847588,144
1575014400000,Blade_of_saeldor_(inactive),23997,86701529,89835921,93
1564902000000,Blade_of_saeldor_(inactive),23997,109296882,46570558,185
1577433600000,Blade_of_saeldor_(inactive),23997,76165304,77946419,59
1578211200000,Blade_of_saeldor_(inactive),23997,80778329,77111490,69
1568962800000,Blade_of_saeldor_(inactive),23997,98465998,109415566,109
1578729600000,Blade_of_saeldor_(inactive),23997,77931684,77343949,43
1565506800000,Blade_of_saeldor_(inactive),23997,123151941,73421514,89
1568703600000,Blade_of_saeldor_(inactive),23997,101591827,113387353,28
1572418800000,Blade_of_saeldor_(inactive),23997,81535545,75725194,71
1578988800000,Blade_of_saeldor_(inactive),23997,78524804,77618298,12
1568271600000,Blade_of_saeldor_(inactive),23997,102604919,119586293,61
1571986800000,Blade_of_saeldor_(inactive),23997,79726796,75825649,83
1571468400000,Blade_of_saeldor_(inactive),23997,80387529,78608376,50
1576656000000,Blade_of_saeldor_(inactive),23997,75348101,83312385,57
1569049200000,Blade_of_saeldor_(inactive),23997,98465998,108064689,125
1577347200000,Blade_of_saeldor_(inactive),23997,75530802,78442902,116
1566630000000,Blade_of_saeldor_(inactive),23997,132753502,126046928,72
1574064000000,Blade_of_saeldor_(inactive),23997,92356736,85085466,49
1578643200000,Blade_of_saeldor_(inactive),23997,77430660,77359872,119
1577606400000,Blade_of_saeldor_(inactive),23997,77860453,77300509,61
1573113600000,Blade_of_saeldor_(inactive),23997,89749975,79418221,83
1571641200000,Blade_of_saeldor_(inactive),23997,77475082,77306063,64
1572764400000,Blade_of_saeldor_(inactive),23997,85025634,76797158,71
1577865600000,Blade_of_saeldor_(inactive),23997,78072575,76807969,112
1579852800000,Blade_of_saeldor_(inactive),23997,89986409,81524690,75
1573632000000,Blade_of_saeldor_(inactive),23997,87147168,82995619,73
1569481200000,Blade_of_saeldor_(inactive),23997,82946005,101001988,50
1566284400000,Blade_of_saeldor_(inactive),23997,140801186,114590519,152
1565938800000,Blade_of_saeldor_(inactive),23997,140895501,95671157,49
1566457200000,Blade_of_saeldor_(inactive),23997,138992325,123783452,115
1570258800000,Blade_of_saeldor_(inactive),23997,71811470,92357668,40
1573977600000,Blade_of_saeldor_(inactive),23997,92356736,84686492,80
1573372800000,Blade_of_saeldor_(inactive),23997,89086672,81490114,18
1568098800000,Blade_of_saeldor_(inactive),23997,102934041,121355630,67
1571382000000,Blade_of_saeldor_(inactive),23997,77814945,79278432,87
1576483200000,Blade_of_saeldor_(inactive),23997,75705394,84446294,52
1564988400000,Blade_of_saeldor_(inactive),23997,112259634,50309213,127
1573718400000,Blade_of_saeldor_(inactive),23997,87147168,83368020,97
1576828800000,Blade_of_saeldor_(inactive),23997,75811591,82043488,77
1579420800000,Blade_of_saeldor_(inactive),23997,88689628,79320977,80
1578816000000,Blade_of_saeldor_(inactive),23997,78524804,77434133,31
1577779200000,Blade_of_saeldor_(inactive),23997,78072575,76969792,67
1573286400000,Blade_of_saeldor_(inactive),23997,89086672,80825781,20
1565766000000,Blade_of_saeldor_(inactive),23997,133046949,86467048,110
1576310400000,Blade_of_saeldor_(inactive),23997,75819266,85359350,12
1565247600000,Blade_of_saeldor_(inactive),23997,112301522,61311799,72
1567062000000,Blade_of_saeldor_(inactive),23997,111605657,126421202,126
1568876400000,Blade_of_saeldor_(inactive),23997,100489211,110699888,40
1572940800000,Blade_of_saeldor_(inactive),23997,88196099,78009153,75
1580371200000,Blade_of_saeldor_(inactive),23997,98512310,85091463,47
1576742400000,Blade_of_saeldor_(inactive),23997,75348101,82670212,83
1569826800000,Blade_of_saeldor_(inactive),23997,80396370,97155035,21
1579593600000,Blade_of_saeldor_(inactive),23997,89252019,80173293,117
1566370800000,Blade_of_saeldor_(inactive),23997,136995656,119153708,238
1574150400000,Blade_of_saeldor_(inactive),23997,94613302,85559658,6
1575792000000,Blade_of_saeldor_(inactive),23997,77463509,87612773,58
1570431600000,Blade_of_saeldor_(inactive),23997,68220896,90028472,102
1572591600000,Blade_of_saeldor_(inactive),23997,83613663,76160343,90
1570950000000,Blade_of_saeldor_(inactive),23997,74606088,83461050,57
1574323200000,Blade_of_saeldor_(inactive),23997,94613302,86702206,74
1568444400000,Blade_of_saeldor_(inactive),23997,101995973,117457165,65
1574409600000,Blade_of_saeldor_(inactive),23997,95351288,87310843,93
1569308400000,Blade_of_saeldor_(inactive),23997,88891175,103626445,92
1575360000000,Blade_of_saeldor_(inactive),23997,79242068,89527431,11
1569135600000,Blade_of_saeldor_(inactive),23997,93569658,106550600,157
1565679600000,Blade_of_saeldor_(inactive),23997,129309539,82035483,102
1579161600000,Blade_of_saeldor_(inactive),23997,84590725,78108761,105
1576051200000,Bastion_potion(2),22467,2490,2411,399
1571814000000,Bastion_potion(2),22467,2309,2306,560
1567407600000,Bastion_potion(2),22467,2474,2596,1357
1566889200000,Bastion_potion(2),22467,2469,2665,128
1567494000000,Bastion_potion(2),22467,2413,2582,294
1577952000000,Bastion_potion(2),22467,2703,2550,358
1573545600000,Bastion_potion(2),22467,2432,2372,392
1574582400000,Bastion_potion(2),22467,2324,2423,520
1568790000000,Bastion_potion(2),22467,2412,2431,360
1574496000000,Bastion_potion(2),22467,2426,2424,1417
1578038400000,Bastion_potion(2),22467,2703,2559,645
1568185200000,Bastion_potion(2),22467,2345,2479,490
1576915200000,Bastion_potion(2),22467,2565,2470,1049
1580112000000,Bastion_potion(2),22467,2555,2583,703
1570345200000,Bastion_potion(2),22467,2273,2379,469
1566025200000,Bastion_potion(2),22467,2569,2787,1323
1579766400000,Bastion_potion(2),22467,2540,2578,833
1578124800000,Bastion_potion(2),22467,2620,2565,822
1568530800000,Bastion_potion(2),22467,2386,2443,801
1572332400000,Bastion_potion(2),22467,2424,2310,656
1565593200000,Bastion_potion(2),22467,2689,2827,369
1572073200000,Bastion_potion(2),22467,2353,2304,1070
1574755200000,Bastion_potion(2),22467,2326,2419,1157
1579075200000,Bastion_potion(2),22467,2604,2577,607
1575878400000,Bastion_potion(2),22467,2498,2414,252
1575273600000,Bastion_potion(2),22467,2419,2413,560
1566111600000,Bastion_potion(2),22467,2509,2775,549
1578902400000,Bastion_potion(2),22467,2563,2579,657
1571554800000,Bastion_potion(2),22467,2258,2319,358
1574841600000,Bastion_potion(2),22467,2326,2416,538
1577088000000,Bastion_potion(2),22467,2545,2478,581
1577174400000,Bastion_potion(2),22467,2545,2486,1020
1574928000000,Bastion_potion(2),22467,2360,2414,537
1565161200000,Bastion_potion(2),22467,2808,2839,546
1578384000000,Bastion_potion(2),22467,2508,2574,376
1572678000000,Bastion_potion(2),22467,2408,2312,88
1577520000000,Bastion_potion(2),22467,2604,2512,364
1569999600000,Bastion_potion(2),22467,2386,2390,1632
1574236800000,Bastion_potion(2),22467,2452,2410,327
1573459200000,Bastion_potion(2),22467,2528,2368,787
1575964800000,Bastion_potion(2),22467,2490,2413,970
1575705600000,Bastion_potion(2),22467,2425,2413,764
1579248000000,Bastion_potion(2),22467,2680,2575,434
1573891200000,Bastion_potion(2),22467,2413,2387,277
1567234800000,Bastion_potion(2),22467,2466,2621,94
1566802800000,Bastion_potion(2),22467,2469,2677,600
1571900400000,Bastion_potion(2),22467,2309,2305,909
1573200000000,Bastion_potion(2),22467,2489,2341,555
1566975600000,Bastion_potion(2),22467,2482,2655,9
1567839600000,Bastion_potion(2),22467,2358,2524,1180
1570086000000,Bastion_potion(2),22467,2365,2388,726
1570777200000,Bastion_potion(2),22467,2233,2359,851
1571295600000,Bastion_potion(2),22467,2235,2338,568
1580025600000,Bastion_potion(2),22467,2555,2584,959
1569740400000,Bastion_potion(2),22467,2388,2398,332
1575619200000,Bastion_potion(2),22467,2425,2414,645
1576396800000,Bastion_potion(2),22467,2622,2433,782
1569913200000,Bastion_potion(2),22467,2386,2393,206
1572159600000,Bastion_potion(2),22467,2417,2306,1063
1567580400000,Bastion_potion(2),22467,2413,2567,437
1565334000000,Bastion_potion(2),22467,2790,2838,1168
1572505200000,Bastion_potion(2),22467,2383,2311,526
1568012400000,Bastion_potion(2),22467,2390,2500,460
1575446400000,Bastion_potion(2),22467,2435,2415,276
1571036400000,Bastion_potion(2),22467,2311,2352,373
1573027200000,Bastion_potion(2),22467,2455,2326,402
1566543600000,Bastion_potion(2),22467,2495,2713,1561
1571209200000,Bastion_potion(2),22467,2271,2344,303
1569222000000,Bastion_potion(2),22467,2348,2422,176
1568617200000,Bastion_potion(2),22467,2386,2437,1550
1570690800000,Bastion_potion(2),22467,2233,2363,495
1569654000000,Bastion_potion(2),22467,2353,2401,272
1571727600000,Bastion_potion(2),22467,2274,2307,448
1566198000000,Bastion_potion(2),22467,2509,2762,466
1569567600000,Bastion_potion(2),22467,2353,2405,714
1567753200000,Bastion_potion(2),22467,2428,2539,1226
1579939200000,Bastion_potion(2),22467,2588,2583,1689
1579334400000,Bastion_potion(2),22467,2680,2578,236
1576224000000,Bastion_potion(2),22467,2508,2417,1503
1570604400000,Bastion_potion(2),22467,2249,2368,620
1578297600000,Bastion_potion(2),22467,2545,2573,1146
1570172400000,Bastion_potion(2),22467,2365,2387,1076
1575187200000,Bastion_potion(2),22467,2404,2413,406
1567148400000,Bastion_potion(2),22467,2466,2633,425
1577001600000,Bastion_potion(2),22467,2565,2474,533
1572854400000,Bastion_potion(2),22467,2410,2315,266
1565852400000,Bastion_potion(2),22467,2662,2809,3717
1565420400000,Bastion_potion(2),22467,2678,2835,859
1580198400000,Bastion_potion(2),22467,2585,2582,988
1572246000000,Bastion_potion(2),22467,2424,2309,913
1576569600000,Bastion_potion(2),22467,2665,2449,982
1567321200000,Bastion_potion(2),22467,2474,2609,325
1579680000000,Bastion_potion(2),22467,2537,2578,732
1578556800000,Bastion_potion(2),22467,2515,2575,1120
1577692800000,Bastion_potion(2),22467,2602,2527,470
1578470400000,Bastion_potion(2),22467,2508,2574,1614
1575100800000,Bastion_potion(2),22467,2404,2412,466
1580284800000,Bastion_potion(2),22467,2623,2583,632
1565074800000,Bastion_potion(2),22467,2871,2839,185
1570518000000,Bastion_potion(2),22467,2249,2373,227
1570863600000,Bastion_potion(2),22467,2261,2356,48
1574668800000,Bastion_potion(2),22467,2324,2422,679
1577260800000,Bastion_potion(2),22467,2506,2492,2106
1573804800000,Bastion_potion(2),22467,2341,2381,931
1575532800000,Bastion_potion(2),22467,2435,2415,1376
1568358000000,Bastion_potion(2),22467,2384,2458,507
1569394800000,Bastion_potion(2),22467,2358,2413,589
1576137600000,Bastion_potion(2),22467,2508,2414,885
1567666800000,Bastion_potion(2),22467,2428,2552,1144
1579507200000,Bastion_potion(2),22467,2587,2579,554
1567926000000,Bastion_potion(2),22467,2358,2510,268
1571122800000,Bastion_potion(2),22467,2271,2348,196
1566716400000,Bastion_potion(2),22467,2518,2688,677
1575014400000,Bastion_potion(2),22467,2360,2412,890
1564902000000,Bastion_potion(2),22467,2848,2833,689
1577433600000,Bastion_potion(2),22467,2526,2504,733
1578211200000,Bastion_potion(2),22467,2545,2569,308
1568962800000,Bastion_potion(2),22467,2451,2431,1101
1578729600000,Bastion_potion(2),22467,2557,2578,248
1565506800000,Bastion_potion(2),22467,2678,2831,733
1568703600000,Bastion_potion(2),22467,2412,2434,211
1572418800000,Bastion_potion(2),22467,2424,2311,452
1578988800000,Bastion_potion(2),22467,2563,2577,221
1568271600000,Bastion_potion(2),22467,2345,2468,401
1571986800000,Bastion_potion(2),22467,2353,2304,558
1571468400000,Bastion_potion(2),22467,2258,2326,577
1576656000000,Bastion_potion(2),22467,2665,2456,985
1569049200000,Bastion_potion(2),22467,2453,2430,421
1577347200000,Bastion_potion(2),22467,2506,2498,1246
1566630000000,Bastion_potion(2),22467,2518,2701,1222
1574064000000,Bastion_potion(2),22467,2434,2399,289
1578643200000,Bastion_potion(2),22467,2525,2576,1681
1577606400000,Bastion_potion(2),22467,2604,2521,1003
1573113600000,Bastion_potion(2),22467,2455,2333,876
1571641200000,Bastion_potion(2),22467,2274,2313,746
1572764400000,Bastion_potion(2),22467,2408,2314,539
1577865600000,Bastion_potion(2),22467,2625,2541,684
1579852800000,Bastion_potion(2),22467,2588,2581,507
1573632000000,Bastion_potion(2),22467,2432,2376,634
1569481200000,Bastion_potion(2),22467,2358,2409,289
1566284400000,Bastion_potion(2),22467,2445,2750,535
1565938800000,Bastion_potion(2),22467,2569,2798,347
1566457200000,Bastion_potion(2),22467,2495,2725,347
1570258800000,Bastion_potion(2),22467,2367,2384,229
1573977600000,Bastion_potion(2),22467,2413,2393,945
1573372800000,Bastion_potion(2),22467,2528,2359,31
1568098800000,Bastion_potion(2),22467,2390,2491,791
1571382000000,Bastion_potion(2),22467,2235,2332,1537
1576483200000,Bastion_potion(2),22467,2622,2440,707
1564988400000,Bastion_potion(2),22467,2871,2836,305
1573718400000,Bastion_potion(2),22467,2341,2379,620
1576828800000,Bastion_potion(2),22467,2586,2466,822
1579420800000,Bastion_potion(2),22467,2587,2578,550
1578816000000,Bastion_potion(2),22467,2563,2579,480
1577779200000,Bastion_potion(2),22467,2602,2534,977
1573286400000,Bastion_potion(2),22467,2490,2349,1046
1565766000000,Bastion_potion(2),22467,2662,2816,548
1576310400000,Bastion_potion(2),22467,2562,2424,156
1565247600000,Bastion_potion(2),22467,2808,2839,389
1567062000000,Bastion_potion(2),22467,2482,2644,844
1568876400000,Bastion_potion(2),22467,2451,2431,328
1572940800000,Bastion_potion(2),22467,2410,2320,773
1580371200000,Bastion_potion(2),22467,2623,2583,625
1576742400000,Bastion_potion(2),22467,2586,2461,1446
1569826800000,Bastion_potion(2),22467,2388,2396,238
1579593600000,Bastion_potion(2),22467,2537,2578,1278
1566370800000,Bastion_potion(2),22467,2445,2737,1012
1574150400000,Bastion_potion(2),22467,2434,2404,60
1575792000000,Bastion_potion(2),22467,2498,2414,1553
1570431600000,Bastion_potion(2),22467,2273,2376,485
1572591600000,Bastion_potion(2),22467,2383,2311,706
1570950000000,Bastion_potion(2),22467,2311,2354,709
1574323200000,Bastion_potion(2),22467,2452,2416,690
1568444400000,Bastion_potion(2),22467,2384,2449,823
1574409600000,Bastion_potion(2),22467,2426,2420,904
1569308400000,Bastion_potion(2),22467,2348,2417,582
1575360000000,Bastion_potion(2),22467,2419,2414,97
1569135600000,Bastion_potion(2),22467,2453,2428,525
1565679600000,Bastion_potion(2),22467,2689,2822,656
1579161600000,Bastion_potion(2),22467,2604,2575,852
1576051200000,Bastion_potion(3),22464,3760,3672,5187
1571814000000,Bastion_potion(3),22464,3591,3472,9106
1567407600000,Bastion_potion(3),22464,3624,3819,21680
1566889200000,Bastion_potion(3),22464,3660,3953,53
1567494000000,Bastion_potion(3),22464,3690,3806,10347
1577952000000,Bastion_potion(3),22464,4092,3804,15420
1573545600000,Bastion_potion(3),22464,3467,3596,4374
1574582400000,Bastion_potion(3),22464,3555,3651,10062
1568790000000,Bastion_potion(3),22464,3642,3629,13554
1574496000000,Bastion_potion(3),22464,3602,3653,9623
1578038400000,Bastion_potion(3),22464,4092,3818,11552
1568185200000,Bastion_potion(3),22464,3437,3700,6810
1576915200000,Bastion_potion(3),22464,3700,3708,23683
1580112000000,Bastion_potion(3),22464,4048,3865,24768
1570345200000,Bastion_potion(3),22464,3318,3513,1755
1566025200000,Bastion_potion(3),22464,3787,4163,6059
1579766400000,Bastion_potion(3),22464,3859,3846,16313
1578124800000,Bastion_potion(3),22464,4039,3830,16939
1568530800000,Bastion_potion(3),22464,3480,3638,10418
1572332400000,Bastion_potion(3),22464,3768,3510,15930
1565593200000,Bastion_potion(3),22464,3941,4206,13573
1572073200000,Bastion_potion(3),22464,3687,3483,12314
1574755200000,Bastion_potion(3),22464,3592,3643,9199
1579075200000,Bastion_potion(3),22464,3765,3817,3162
1575878400000,Bastion_potion(3),22464,3797,3654,13641
1575273600000,Bastion_potion(3),22464,3617,3628,35809
1566111600000,Bastion_potion(3),22464,3724,4153,10358
1578902400000,Bastion_potion(3),22464,3697,3829,17887
1571554800000,Bastion_potion(3),22464,3555,3478,22147
1574841600000,Bastion_potion(3),22464,3592,3637,12966
1577088000000,Bastion_potion(3),22464,3640,3710,10068
1577174400000,Bastion_potion(3),22464,3626,3712,11824
1574928000000,Bastion_potion(3),22464,3699,3634,16226
1565161200000,Bastion_potion(3),22464,3968,4246,1201
1578384000000,Bastion_potion(3),22464,3769,3845,15122
1572678000000,Bastion_potion(3),22464,3689,3538,272
1577520000000,Bastion_potion(3),22464,3968,3735,15601
1569999600000,Bastion_potion(3),22464,3520,3558,912
1574236800000,Bastion_potion(3),22464,3698,3647,15569
1573459200000,Bastion_potion(3),22464,3467,3597,1105
1575964800000,Bastion_potion(3),22464,3760,3662,8415
1575705600000,Bastion_potion(3),22464,3730,3643,12693
1579248000000,Bastion_potion(3),22464,3869,3824,14582
1573891200000,Bastion_potion(3),22464,3806,3617,10328
1567234800000,Bastion_potion(3),22464,3643,3856,12998
1566802800000,Bastion_potion(3),22464,3660,3981,15306
1571900400000,Bastion_potion(3),22464,3591,3470,11561
1573200000000,Bastion_potion(3),22464,3609,3589,24278
1566975600000,Bastion_potion(3),22464,3645,3928,314
1567839600000,Bastion_potion(3),22464,3542,3762,4306
1570086000000,Bastion_potion(3),22464,3393,3548,1209
1570777200000,Bastion_potion(3),22464,3426,3494,14773
1571295600000,Bastion_potion(3),22464,3479,3488,22035
1580025600000,Bastion_potion(3),22464,3920,3862,18179
1569740400000,Bastion_potion(3),22464,3522,3566,25295
1575619200000,Bastion_potion(3),22464,3696,3637,29026
1576396800000,Bastion_potion(3),22464,3893,3711,12183
1569913200000,Bastion_potion(3),22464,3520,3561,13672
1572159600000,Bastion_potion(3),22464,3701,3493,17294
1567580400000,Bastion_potion(3),22464,3690,3796,22322
1565334000000,Bastion_potion(3),22464,3965,4230,28532
1572505200000,Bastion_potion(3),22464,3721,3521,1486
1568012400000,Bastion_potion(3),22464,3511,3732,13728
1575446400000,Bastion_potion(3),22464,3659,3632,597
1571036400000,Bastion_potion(3),22464,3473,3498,9898
1573027200000,Bastion_potion(3),22464,3622,3575,23909
1566543600000,Bastion_potion(3),22464,3894,4059,19478
1571209200000,Bastion_potion(3),22464,3479,3493,8967
1569222000000,Bastion_potion(3),22464,3642,3602,418
1568617200000,Bastion_potion(3),22464,3633,3633,33431
1570690800000,Bastion_potion(3),22464,3426,3494,1770
1569654000000,Bastion_potion(3),22464,3522,3570,623
1571727600000,Bastion_potion(3),22464,3556,3474,5455
1566198000000,Bastion_potion(3),22464,3661,4140,5237
1569567600000,Bastion_potion(3),22464,3390,3574,21526
1567753200000,Bastion_potion(3),22464,3677,3776,5468
1579939200000,Bastion_potion(3),22464,3844,3857,8169
1579334400000,Bastion_potion(3),22464,3869,3828,7516
1576224000000,Bastion_potion(3),22464,3847,3692,12065
1570604400000,Bastion_potion(3),22464,3384,3497,24177
1578297600000,Bastion_potion(3),22464,3926,3844,15650
1570172400000,Bastion_potion(3),22464,3393,3538,19584
1575187200000,Bastion_potion(3),22464,3684,3631,2528
1567148400000,Bastion_potion(3),22464,3643,3879,987
1577001600000,Bastion_potion(3),22464,3640,3709,8251
1572854400000,Bastion_potion(3),22464,3597,3555,3508
1565852400000,Bastion_potion(3),22464,3934,4183,17879
1565420400000,Bastion_potion(3),22464,3959,4224,8423
1580198400000,Bastion_potion(3),22464,4162,3871,21434
1572246000000,Bastion_potion(3),22464,3768,3501,8709
1576569600000,Bastion_potion(3),22464,3761,3712,11548
1567321200000,Bastion_potion(3),22464,3624,3834,8226
1579680000000,Bastion_potion(3),22464,3771,3838,18386
1578556800000,Bastion_potion(3),22464,3700,3842,9836
1577692800000,Bastion_potion(3),22464,4114,3758,12218
1578470400000,Bastion_potion(3),22464,3769,3844,12268
1575100800000,Bastion_potion(3),22464,3684,3632,14565
1580284800000,Bastion_potion(3),22464,4244,3875,8194
1565074800000,Bastion_potion(3),22464,3983,4258,2735
